status,gene-symbol,gene-name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports
9,CTNND1,"catenin delta 1",,11,"Rare Single Gene Mutation, Syndromic",2,0,,3
9,CTNND2,"Catenin (cadherin-associated protein), delta 2",,5,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,18
9,CTPS1,"CTP synthase 1",,1,"Rare Single Gene Mutation",3,0,,3
9,CTR9,"CTR9homolog, Paf1/RNA polymerase II complex component",,11,"Rare Single Gene Mutation, Syndromic",3,1,,9
9,CTTNBP2,"cortactin binding protein 2",,7,"Rare Single Gene Mutation, Syndromic, Functional",2,0,24.8,16
9,CUL2,"cullin 2",,10,"Rare Single Gene Mutation",3,0,,5
9,CUL3,"Cullin 3",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,18.4,43
9,CUL4B,"cullin 4B",,X,"Rare Single Gene Mutation",3,1,,5
9,CUL7,"Cullin 7",,6,"Rare Single Gene Mutation",2,0,,10
9,CUX1,"cut like homeobox 1",,7,"Rare Single Gene Mutation, Functional",2,0,,15
9,CUX2,"cut like homeobox 2",,12,"Rare Single Gene Mutation, Syndromic",2,1,,17
9,CX3CR1,"Chemokine (C-X3-C motif) receptor 1",,3,"Rare Single Gene Mutation, Functional",2,0,,4
9,CXXC5,"CXXC finger protein 5",,5,"Rare Single Gene Mutation, Functional",3,0,,5
9,CYFIP1,"cytoplasmic FMR1 interacting protein 1",,15,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,26
9,CYFIP2,"cytoplasmic FMR1 interacting protein 2",,5,"Rare Single Gene Mutation, Functional",3,0,,10
9,CYLC2,"cylicin, basic protein of sperm head cytoskeleton 2",,9,"Rare Single Gene Mutation",2,0,,4
9,CYP11B1,"cytochrome P450, family 11, subfamily B, polypeptide 1",,8,"Rare Single Gene Mutation, Syndromic",2,0,,5
9,CYP27A1,"cytochrome P450 family 27 subfamily A member 1",,2,"Rare Single Gene Mutation, Syndromic",,1,,7
9,DAGLA,"diacylglycerol lipase alpha",,11,"Rare Single Gene Mutation, Functional",2,0,,7
9,DAPP1,"Dual adaptor of phosphotyrosine and 3-phosphoinositides",,4,"Rare Single Gene Mutation",2,0,,3
9,DCC,"DCCnetrin 1 receptor",,18,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,DDC,"dopa decarboxylase",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,DDHD2,"DDHD domain containing 2",,8,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,8
9,DDX23,"DEAD-box helicase 23",,12,"Rare Single Gene Mutation, Syndromic",,1,,4
9,DDX3X,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked",,X,"Rare Single Gene Mutation, Syndromic, Functional",1,1,78.6,66
9,DDX53,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 53",,X,"Rare Single Gene Mutation",2,0,7.3,7
9,DEAF1,"DEAF1 transcription factor",,11,"Rare Single Gene Mutation, Syndromic, Functional",1,1,30.9,42
9,DENND2B,"DENN domain containing 2B",,11,"Rare Single Gene Mutation, Syndromic",3,1,,6
9,DENR,"density-regulated protein",,12,"Rare Single Gene Mutation, Functional",2,0,,5
9,DEPDC5,"DEP domain containing 5",,22,"Rare Single Gene Mutation, Syndromic, Functional",,1,,28
9,DGKI,"diacylglycerol kinase iota",,7,"Rare Single Gene Mutation, Genetic Association",3,0,,5
9,DHCR7,"7-dehydrocholesterol reductase",,11,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,22
9,DHX30,"DExH-box helicase 30",,3,"Rare Single Gene Mutation, Syndromic",,1,,13
9,DHX9,"DExH-box helicase 9",,1,"Rare Single Gene Mutation, Syndromic",3,1,,5
9,DIP2A,"DIP2 disco-interacting protein 2 homolog A (Drosophila)",,21,"Rare Single Gene Mutation, Functional",1,0,18.2,15
9,DIP2C,"disco interacting protein 2 homolog C",,10,"Rare Single Gene Mutation, Functional",2,0,,9
9,DIPK2A,"divergent protein kinase domain 2A",,3,"Rare Single Gene Mutation",2,0,,3
9,DISC1,"disrupted in schizophrenia 1",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,4.6,39
9,DIXDC1,"DIX domain containing 1",,11,"Rare Single Gene Mutation, Functional",2,0,,6
9,DLG1,"discs large MAGUK scaffold protein 1",,3,"Rare Single Gene Mutation",2,0,,6
9,DLG2,"discs large MAGUK scaffold protein 2",,11,"Rare Single Gene Mutation, Functional",2,0,,17
9,DLG4,"discs large MAGUK scaffold protein 4",,17,"Rare Single Gene Mutation, Syndromic, Functional",1,0,2.45,26
9,DLGAP1,"DLG associated protein 1",,18,"Rare Single Gene Mutation, Functional",2,0,,13
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",,8,"Rare Single Gene Mutation",2,0,2.8,20
9,DLGAP3,"DLG associated protein 3",,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,14
9,DLL1,"delta like canonical Notch ligand 1",,6,"Rare Single Gene Mutation, Syndromic",2,1,,6
9,DLX3,"distal-less homeobox 3",,17,"Rare Single Gene Mutation",2,0,,4
9,DLX6,"distal-less homeobox 6",,7,"Rare Single Gene Mutation",2,0,,10
9,DMD,"dystrophin (muscular dystrophy, Duchenne and Becker types)",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",,1,40.95,57
9,DMPK,"dystrophia myotonica-protein kinase",,19,"Rare Single Gene Mutation, Syndromic, Functional",1,1,3.75,13
9,DMWD,"DM1 locus, WD repeat containing",,19,"Rare Single Gene Mutation",2,0,,4
9,DMXL2,"Dmx-like 2",,15,"Rare Single Gene Mutation",2,0,,10
9,DNAH10,"Dynein, axonemal, heavy chain 10",,12,"Rare Single Gene Mutation",2,0,,12
9,DNAH17,"dynein axonemal heavy chain 17",,17,"Rare Single Gene Mutation",2,0,,11
9,DNAH3,"dynein axonemal heavy chain 3",,16,"Rare Single Gene Mutation",2,0,,10
9,DNAJC5,"DnaJ heat shock protein family (Hsp40) member C5",,20,"Rare Single Gene Mutation, Functional",3,0,,5
9,DNER,"Delta/notch-like EGF repeat containing",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,DNM1,"dynamin 1",,9,"Rare Single Gene Mutation",3,0,,12
9,DNMT3A,"DNA (cytosine-5-)-methyltransferase 3 alpha",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,15.9,39
9,DOCK1,"Dedicator of cytokinesis 1",,10,"Rare Single Gene Mutation",2,0,,4
9,DOCK4,"Dedicator of cytokinesis 4",,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,12
9,DOCK8,"dedicator of cytokinesis 8",,9,"Rare Single Gene Mutation",2,0,,12
9,DOLK,"dolichol kinase",,9,"Rare Single Gene Mutation, Syndromic",,1,,5
9,DOT1L,"DOT1 like histone lysine methyltransferase",,19,"Rare Single Gene Mutation, Syndromic",2,1,,6
9,DPP10,"Dipeptidyl-peptidase 10",,2,"Rare Single Gene Mutation",2,0,,14
9,DPP3,"dipeptidyl peptidase 3",,11,"Rare Single Gene Mutation",2,0,,4
9,DPP4,"Dipeptidyl-peptidase 4",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,DPP6,"dipeptidyl-peptidase 6",,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,29
9,DPYD,"dihydropyrimidine dehydrogenase",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,18
9,DPYSL2,"dihydropyrimidinase like 2",,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,1,17
9,DPYSL3,"dihydropyrimidinase like 3",,5,"Rare Single Gene Mutation",2,0,,3
9,DRD2,"Dopamine receptor D2",,11,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,DRD3,"dopamine receptor D3",,3,"Rare Single Gene Mutation, Genetic Association",2,0,,9
9,DSCAM,"Down syndrome cell adhesion molecule",,21,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,13.5,24
9,DST,Dystonin,,6,"Rare Single Gene Mutation",2,0,,12
9,DUSP15,"dual specificity phosphatase 15",,20,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,DVL3,"Dishevelled segment polarity protein 3",,3,"Rare Single Gene Mutation, Functional",2,0,,6
9,DYDC1,"DPY30 domain containing 1",,10,"Rare Single Gene Mutation",2,0,,2
9,DYDC2,"DPY30 domain containing 2",,10,,2,0,,1
9,DYNC1H1,"dynein cytoplasmic 1 heavy chain 1",,14,"Rare Single Gene Mutation, Syndromic, Functional",1,0,13.45,42
9,DYRK1A,"Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A",,21,"Rare Single Gene Mutation, Syndromic, Functional",1,1,20.2,96
9,DLX2,"distal-less homeobox 2",,2,"Genetic Association",2,0,,11
9,DPYSL5,"dihydropyrimidinase like 5",,2,"Rare Single Gene Mutation, Syndromic",3,0,,3
9,DRD1,"Dopamine receptor D1",,5,"Genetic Association, Functional",2,0,,4
9,EBF3,"early B-cell factor 3",,10,"Rare Single Gene Mutation, Syndromic, Functional",1,1,9.75,27
9,ECPAS,"Ecm29 proteasome adaptor and scaffold",,9,"Rare Single Gene Mutation, Functional",2,0,,5
9,EEF1A2,"Eukaryotic translation elongation factor 1 alpha 2",,20,"Rare Single Gene Mutation, Syndromic",,1,,24
9,EFR3A,"EFR3 homolog A (S. cerevisiae)",,8,"Rare Single Gene Mutation",2,0,,10
9,EGR3,"early growth response 3",,8,"Rare Single Gene Mutation",2,0,,3
9,EHMT1,"Euchromatic histone-lysine N-methyltransferase 1",,9,"Rare Single Gene Mutation, Syndromic, Functional",1,1,13.5,47
9,EIF3F,"eukaryotic translation initiation factor 3 subunit F",,11,"Rare Single Gene Mutation",3,0,,8
9,EIF3G,"eukaryotic translation initiation factor 3 subunit G",,19,"Rare Single Gene Mutation",1,0,1.5,5
9,EIF4E,"eukaryotic translation initiation factor 4E",,4,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,3.6,15
9,EIF4G1,"eukaryotic translation initiation factor 4 gamma 1",,3,"Rare Single Gene Mutation, Functional",3,0,,4
9,EIF5A,"eukaryotic translation initiation factor 5A",,17,"Rare Single Gene Mutation, Syndromic",3,0,,4
9,ELAVL2,"ELAV like neuron-specific RNA binding protein 2",,9,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,7
9,ELAVL3,"ELAV like neuron-specific RNA binding protein 3",,19,"Rare Single Gene Mutation",1,0,1,6
9,ELOVL2,"ELOVL fatty acid elongase 2",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,2
9,ELP2,"elongator acetyltransferase complex subunit 2",,18,"Rare Single Gene Mutation, Syndromic",2,1,,7
9,ELP4,"Elongator acetyltransferase complex subunit 4",,11,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",,11,"Rare Single Gene Mutation, Functional",2,0,,5
9,EN2,"engrailed homolog 2",,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,27
9,ENOX2,"ecto-NOX disulfide-thiol exchanger 2",,X,"Rare Single Gene Mutation, Genetic Association",3,0,,2
9,ENPP1,"ectonucleotide pyrophosphatase/phosphodiesterase 1",,6,"Rare Single Gene Mutation",3,0,,5
9,EP300,"E1A binding protein p300",,22,"Rare Single Gene Mutation, Syndromic",1,1,23.6,34
9,EP400,"E1A binding protein p400",,12,"Rare Single Gene Mutation, Functional",2,0,,14
9,EPC2,"Enhancer of polycomb homolog 2 (Drosophila)",,2,"Rare Single Gene Mutation",2,0,,6
9,EPHA1,"EPH receptor A1",,7,"Rare Single Gene Mutation",2,0,,8
9,EPHB1,"EPH receptor B1",,3,"Rare Single Gene Mutation",3,0,,10
9,EPHB2,"EPH receptor B2",,1,"Rare Single Gene Mutation, Functional",2,0,,10
9,EPPK1,"epiplakin 1",,8,"Rare Single Gene Mutation",2,0,,11
9,ERBIN,"erbb2 interacting protein",,5,"Rare Single Gene Mutation",2,0,,9
9,ERMN,ermin,,2,"Rare Single Gene Mutation",2,0,,1
9,ESR2,"estrogen receptor 2 (ER beta)",,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,9
9,ESRRB,"estrogen-related receptor beta",,14,"Rare Single Gene Mutation, Genetic Association",2,0,,9
9,ETFB,"Electron-transfer-flavoprotein, beta polypeptide",,19,"Rare Single Gene Mutation",2,0,,6
9,EXOC3,"exocyst complex component 3",,5,"Rare Single Gene Mutation",2,0,,3
9,EXOC5,"exocyst complex component 5",,14,"Rare Single Gene Mutation",2,0,,2
9,EXOC6,"exocyst complex component 6",,10,"Rare Single Gene Mutation",2,0,,3
9,EXOC6B,"exocyst complex component 6B",,2,"Rare Single Gene Mutation",2,0,,5
9,EXT1,"Exostosin 1",,8,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,FABP4,"fatty acid binding protein 4",,8,"Rare Single Gene Mutation",3,0,,3
9,FABP5,"fatty acid binding protein 5 (psoriasis-associated)",,8,"Rare Single Gene Mutation, Functional",2,0,,8
9,FAM47A,"family with sequence similarity 47 member A",,X,"Rare Single Gene Mutation",2,0,0.45,2
9,FAM98C,"family with sequence similarity 98 member C",,19,"Rare Single Gene Mutation",2,0,,4
9,FAN1,"FANCD2/FANCI-associated nuclease 1",,15,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,6
9,FAT1,"FAT atypical cadherin 1",,4,"Rare Single Gene Mutation, Functional",2,0,,14
9,FBN1,"Fibrillin 1",,15,"Rare Single Gene Mutation, Syndromic",2,0,,19
9,FBRSL1,"fibrosin like 1",,12,"Rare Single Gene Mutation, Syndromic",,1,,6
9,FBXL13,"F-box and leucine rich repeat protein 13",,7,"Rare Single Gene Mutation",3,0,,3
9,FBXO11,"F-box protein 11",,2,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,18
9,FBXO33,"F-box protein 33",,14,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,FBXO40,"F-box protein 40",,3,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,FCRL6,"Fc receptor like 6",,1,"Rare Single Gene Mutation",2,0,,5
9,FEZF2,"FEZ family zinc finger 2",,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,12
9,FGA,"Fibrinogen alpha chain",,4,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,FGF13,"fibroblast growth factor 13",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,,4
9,FGF14,"fibroblast growth factor 14",,13,"Rare Single Gene Mutation",3,0,,2
9,FGFR1,"fibroblast growth factor receptor 1",,8,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,FHIT,"fragile histidine triad gene",,3,"Rare Single Gene Mutation, Genetic Association",2,0,,12
9,FLNA,"filamin A",,X,"Rare Single Gene Mutation, Syndromic, Functional",3,0,,13
9,FMR1,"fragile X messenger ribonucleoprotein 1",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,,78
9,ERG,"ERG, ETS transcription factor",,21,"Genetic Association",2,0,,1
9,FOXG1,"Forkhead box G1",,14,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,5.7,67
9,FOXP1,"forkhead box P1",,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,60.45,91
9,FOXP2,"forkhead box P2",,7,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,,60
9,FRG1,"FSHD region gene 1",,4,"Rare Single Gene Mutation",2,0,,3
9,FRK,"fyn-related kinase",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,FRMD5,"FERM domain containing 5",,15,"Rare Single Gene Mutation, Syndromic, Functional",3,1,,6
9,FRMPD4,"FERM and PDZ domain containing 4",,X,"Rare Single Gene Mutation, Syndromic",,1,,13
9,FRRS1L,"ferric chelate reductase 1 like",,9,"Rare Single Gene Mutation",3,0,,2
9,FRYL,"FRY like transcription coactivator",,4,"Rare Single Gene Mutation, Syndromic",3,1,,10
9,FXN,frataxin,,9,"Rare Single Gene Mutation",3,0,,2
9,G3BP2,"G3BP stress granule assembly factor 2",,4,"Rare Single Gene Mutation",2,0,,7
9,GABBR2,"gamma-aminobutyric acid type B receptor subunit 2",,9,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,16
9,GABRA2,"gamma-aminobutyric acid type A receptor subunit alpha2",,4,"Rare Single Gene Mutation, Functional",3,0,,7
9,GABRA3,"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",,X,"Rare Single Gene Mutation, Syndromic",,1,,3
9,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",,4,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,10
9,GABRB2,"gamma-aminobutyric acid type A receptor subunit beta2",,5,"Rare Single Gene Mutation",1,0,0.3,7
9,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",,15,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,,53
9,GABRG2,"gamma-aminobutyric acid type A receptor subunit gamma 2",,5,"Rare Single Gene Mutation, Genetic Association",3,0,,12
9,GABRG3,"gamma-aminobutyric acid type A receptor gamma3 subunit",,15,"Rare Single Gene Mutation, Genetic Association",2,0,,13
9,GALNT10,"polypeptide N-acetylgalactosaminyltransferase 10",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,GALNT13,"polypeptide N-acetylgalactosaminyltransferase 13",,2,"Rare Single Gene Mutation",2,0,,6
9,GALNT14,"polypeptide N-acetylgalactosaminyltransferase 14",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,GALNT2,"polypeptide N-acetylgalactosaminyltransferase 2",,1,"Rare Single Gene Mutation, Syndromic",,1,,7
9,GALNT8,"polypeptide N-acetylgalactosaminyltransferase 8",,12,"Rare Single Gene Mutation",2,0,,4
9,GAS2,"Growth arrest-specific 2",,11,"Genetic Association",2,0,,1
9,GATM,"Glycine amidinotransferase (L-arginine:glycine amidinotransferase)",,15,Syndromic,,1,,2
9,GBE1,"1,4-alpha-glucan branching enzyme 1",,3,"Rare Single Gene Mutation",2,0,,5
9,GDA,"guanine deaminase",,9,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,GFAP,"glial fibrillary acidic protein",,17,"Rare Single Gene Mutation",1,0,0.3,2
9,GGNBP2,"gametogenetin binding protein 2",,17,"Rare Single Gene Mutation",2,0,,3
9,GIGYF1,"GRB10 interacting GYF protein 1",,7,"Rare Single Gene Mutation",1,0,17.25,22
9,GIGYF2,"GRB10 interacting GYF protein 2",,2,"Rare Single Gene Mutation",1,0,,10
9,GLI3,"GLI family zinc finger 3",,7,"Rare Single Gene Mutation, Syndromic",3,0,,6
9,GLIS1,"GLIS family zinc finger 1",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,GLO1,"glyoxalase I",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,10
9,GLRA2,"glycine receptor, alpha 2",,X,"Rare Single Gene Mutation, Functional",2,0,,18
9,GNAI1,"G protein subunit alpha i1",,7,"Rare Single Gene Mutation, Syndromic",1,1,2.1,7
9,GNAS,"GNAS complex locus",,20,"Rare Single Gene Mutation",2,0,,10
9,GNB1L,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",,22,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,GNB2,"G protein subunit beta 2",,7,"Rare Single Gene Mutation, Syndromic",,1,,7
9,GPC4,"glypican 4",,X,"Rare Single Gene Mutation",2,0,,3
9,GPC5,"glypican 5",,13,"Rare Single Gene Mutation",3,0,,9
9,GPC6,"glypican 6",,13,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,GPD2,"glycerol-3-phosphate dehydrogenase 2",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,GPHN,Gephyrin,,14,"Rare Single Gene Mutation",2,0,,11
9,GPR37,"G protein-coupled receptor 37",,7,"Rare Single Gene Mutation",2,0,,3
9,GPR85,"G protein-coupled receptor 85",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,GPX1,"glutathione peroxidase 1",,3,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,GRB10,"growth factor receptor bound protein 10",,7,"Rare Single Gene Mutation, Functional",3,0,,12
9,GRIA1,"glutamate ionotropic receptor AMPA type subunit 1",,5,"Rare Single Gene Mutation, Syndromic",2,0,,15
9,GRIA2,"glutamate ionotropic receptor AMPA type subunit 2",,4,"Rare Single Gene Mutation",1,0,12,17
9,GRIA3,"glutamate ionotropic receptor AMPA type subunit 3",,X,"Rare Single Gene Mutation, Syndromic, Functional",,1,,18
9,GRID1,"Glutamate receptor, ionotropic, delta 1",,10,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,GRID2,"glutamate receptor, ionotropic, delta 2",,4,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,12
9,GRID2IP,"Grid2 interacting protein",,7,"Rare Single Gene Mutation",2,0,,5
9,GRIK2,"glutamate ionotropic receptor kainate type subunit 2",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,23
9,GRIK3,"glutamate ionotropic receptor kainate type subunit 3",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,GRIK4,"Glutamate receptor, ionotropic, kainate 4",,11,"Rare Single Gene Mutation, Functional",2,0,,7
9,GRIK5,"Glutamate receptor, ionotropic, kainate 5",,19,"Rare Single Gene Mutation",2,0,,11
9,GRIN1,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",,9,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,34
9,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,3.6,74
9,GRIN2B,"glutamate receptor, inotropic, N-methyl D-apartate 2B",,12,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,29.65,95
9,GRIP1,"glutamate receptor interacting protein 1",,12,"Rare Single Gene Mutation",2,0,,17
9,GRK4,"G protein-coupled receptor kinase 4",,4,"Rare Single Gene Mutation, Functional",2,0,,6
9,GRM5,"glutamate metabotropic receptor 5",,11,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,12
9,GRM7,"Glutamate receptor, metabotropic 7",,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,19
9,GTF2I,"general transcription factor IIi",,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,13
9,GUCY1A2,"guanylate cyclase 1 soluble subunit alpha 2",,11,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,H1-4,"H1.4 linker histone, cluster member",,6,"Rare Single Gene Mutation, Syndromic",,1,,11
9,H2BC11,"H2B clustered histone 11",,6,"Rare Single Gene Mutation",2,0,,3
9,H3-3B,"H3.3 histone B",,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3,1,,7
9,H4C11,"H4 clustered histone 11",,6,"Rare Single Gene Mutation, Syndromic",,1,,4
9,H4C3,"H4 clustered histone 3",,6,"Rare Single Gene Mutation, Syndromic",,1,,3
9,H4C5,"H4 clustered histone 5",,6,"Rare Single Gene Mutation, Syndromic",,1,,6
9,HACE1,"HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1",,6,"Rare Single Gene Mutation, Syndromic",3,0,,13
9,HCFC1,"host cell factor C1",,X,"Rare Single Gene Mutation, Syndromic",,1,,13
9,HCN1,"Hyperpolarization activated cyclic nucleotide-gated potassium channel 1",,5,"Rare Single Gene Mutation, Genetic Association",3,0,,15
9,HDAC4,"histone deacetylase 4",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,,19
9,HDAC8,"histone deacetylase 8",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,3.7,13
9,HDLBP,"high density lipoprotein binding protein",,2,"Rare Single Gene Mutation",1,0,1.25,7
9,HECTD1,"HECT domain E3 ubiquitin protein ligase 1",,14,"Rare Single Gene Mutation",3,0,,7
9,HECTD4,"HECT domain E3 ubiquitin protein ligase 4",,12,"Rare Single Gene Mutation, Syndromic",1,0,,13
9,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",,2,"Rare Single Gene Mutation, Syndromic",2,0,,25
9,HEPACAM,"hepatic and glial cell adhesion molecule",,11,"Rare Single Gene Mutation, Syndromic, Functional",,1,,13
9,HERC1,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 1",,15,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,14
9,HERC2,"HECT and RLD domain containing E3 ubiquitin protein ligase 2",,15,"Rare Single Gene Mutation, Syndromic, Functional",,1,,14
9,HIVEP2,"HIVEP zinc finger 2",,6,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,17
9,HIVEP3,"human immunodeficiency virus type I enhancer binding protein 3",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,13
9,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,2
9,HNRNPD,"heterogeneous nuclear ribonucleoprotein D",,4,"Rare Single Gene Mutation, Syndromic",2,1,,5
9,HNRNPF,"heterogeneous nuclear ribonucleoprotein F",,10,"Rare Single Gene Mutation",2,0,,4
9,HNRNPH2,"heterogeneous nuclear ribonucleoprotein H2",,X,"Rare Single Gene Mutation, Syndromic",1,0,,22
9,HNRNPK,"heterogeneous nuclear ribonucleoprotein K",,9,"Rare Single Gene Mutation, Syndromic",2,1,,13
9,HNRNPL,"heterogeneous nuclear ribonucleoprotein L",,19,"Rare Single Gene Mutation",3,0,,2
9,HNRNPR,"heterogeneous nuclear ribonucleoprotein R",,1,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,8
9,HNRNPU,"heterogeneous nuclear ribonucleoprotein U",,1,"Rare Single Gene Mutation, Syndromic, Functional",1,1,38.8,42
9,HNRNPUL2,"heterogeneous nuclear ribonucleoprotein U like 2",,11,"Rare Single Gene Mutation, Syndromic",2,1,,4
9,HOMER1,"Homer homolog 1 (Drosophila)",,5,"Rare Single Gene Mutation, Functional",2,0,,6
9,HOXA1,"homeobox A1",,7,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,,16
9,HRAS,"v-Ha-ras Harvey rat sarcoma viral oncogene homolog",,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,,12
9,HS3ST5,"heparan sulfate (glucosamine) 3-O-sulfotransferase 5",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,9
9,HSD11B1,"hydroxysteroid (11-beta) dehydrogenase 1",,1,"Rare Single Gene Mutation, Syndromic",2,0,,9
9,HTR1B,"5-hydroxytryptamine (serotonin) receptor 1B",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,HTR3A,"5-hydroxytryptamine (serotonin) receptor 3A",,11,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,9
9,HTR3C,"5-hydroxytryptamine (serotonin) receptor 3, family member C",,3,"Rare Single Gene Mutation, Genetic Association",3,0,,8
9,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",,X,"Rare Single Gene Mutation, Syndromic",,1,,30
9,HYDIN,"HYDIN, axonemal central pair apparatus protein",,16,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,ICA1,"islet cell autoantigen 1",,7,"Rare Single Gene Mutation",2,0,,10
9,GSTM1,"glutathione S-transferase M1",,1,"Genetic Association",2,0,,3
9,HLA-A,"major histocompatibility complex, class I, A",,6,"Genetic Association",2,0,,10
9,HLA-B,"Major histocompatibility complex, class I, B",,6,"Genetic Association",2,0,,5
9,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",,6,"Genetic Association",2,0,,11
9,HLA-G,"major histocompatibility complex, class I, G",,6,"Genetic Association",2,0,,4
