status,gene-symbol,gene-name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports
9,HMGN1,"high mobility group nucleosome binding domain 1",,21,"Genetic Association",2,0,,1
9,HTR2C,"5-hydroxytryptamine receptor 2C",,X,"Genetic Association, Functional",3,0,0.1,2
9,IGF1,"insulin like growth factor 1",,12,"Rare Single Gene Mutation, Functional",3,0,,8
9,IKZF1,"IKAROS family zinc finger 1",,7,"Rare Single Gene Mutation",3,0,,7
9,IL1R2,"interleukin 1 receptor, type II",,2,"Rare Single Gene Mutation",2,0,,8
9,IL1RAPL1,"interleukin 1 receptor accessory protein-like 1",,X,"Rare Single Gene Mutation",2,0,,32
9,IL1RAPL2,"interleukin 1 receptor accessory protein-like 2",,X,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,ILF2,"Interleukin enhancer binding factor 2",,1,"Rare Single Gene Mutation",2,0,,6
9,IMMP2L,"IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)",,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,17
9,INPP1,"inositol polyphosphate-1-phosphatase",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,INTS1,"integrator complex subunit 1",,7,"Rare Single Gene Mutation, Syndromic",,1,,14
9,INTS6,"Integrator complex subunit 6",,13,"Rare Single Gene Mutation",2,0,,7
9,IQGAP3,"IQ motif containing GTPase activating protein 3",,1,"Rare Single Gene Mutation",2,0,,8
9,IQSEC2,"IQ motif and Sec7 domain 2",,X,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,61
9,IRF2BPL,"Interferon regulatory factor 2 binding protein-like",,14,"Rare Single Gene Mutation, Syndromic",1,1,9,19
9,IRX5,"iroquois homeobox 5",,16,"Rare Single Gene Mutation, Syndromic",3,1,,3
9,ITGA8,"integrin subunit alpha 8",,10,"Rare Single Gene Mutation",3,0,,7
9,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,17,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,23
9,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",,3,"Rare Single Gene Mutation",2,0,,21
9,ITSN1,"intersectin 1",,21,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,11
9,JARID2,"jumonji and AT-rich interaction domain containing 2",,6,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,19
9,JMJD1C,"jumonji domain containing 1C",,10,"Rare Single Gene Mutation",2,0,,10
9,KANK1,"KN motif and ankyrin repeat domains 1",,9,"Rare Single Gene Mutation",2,0,,15
9,KANSL1,"KAT8 regulatory NSL complex subunit 1",,17,"Rare Single Gene Mutation, Syndromic, Functional",1,1,1.1,13
9,KAT2B,"K(lysine) acetyltransferase 2B",,3,"Rare Single Gene Mutation, Functional",2,0,,8
9,KAT6A,"K(lysine) acetyltransferase 6A",,8,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,36
9,KAT6B,"lysine acetyltransferase 6B",,10,"Rare Single Gene Mutation, Syndromic, Functional",3,0,,14
9,KATNAL1,"katanin catalytic subunit A1 like 1",,13,"Rare Single Gene Mutation, Functional",2,0,,4
9,KATNAL2,"Katanin p60 subunit A-like 2",,18,"Rare Single Gene Mutation, Functional",1,0,4.1,19
9,KCNA2,"potassium voltage-gated channel subfamily A member 2",,1,"Rare Single Gene Mutation",3,0,,12
9,KCNA3,"potassium voltage-gated channel subfamily A member 3",,1,"Rare Single Gene Mutation",3,0,,2
9,KCNB1,"potassium voltage-gated channel subfamily B member 1",,20,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,,33
9,KCNC1,"potassium voltage-gated channel subfamily C member 1",,11,"Rare Single Gene Mutation, Functional",2,0,,11
9,KCNC2,"potassium voltage-gated channel subfamily C member 2",,12,"Rare Single Gene Mutation",3,0,,15
9,KCND2,"potassium voltage-gated channel subfamily D member 2",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,10
9,KCND3,"potassium voltage-gated channel subfamily D member 3",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,15
9,KCNH1,"potassium voltage-gated channel subfamily H member 1",,1,"Rare Single Gene Mutation",3,1,,6
9,KCNH5,"potassium voltage-gated channel subfamily H member 5",,14,"Rare Single Gene Mutation, Functional",3,0,,6
9,KCNH7,"potassium voltage-gated channel subfamily H member 7",,2,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,,11
9,KCNJ10,"potassium voltage-gated channel subfamily J member 10",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,16
9,KCNJ15,"potassium voltage-gated channel subfamily J member 15",,21,"Rare Single Gene Mutation",2,0,,3
9,KCNK7,"potassium two pore domain channel subfamily K member 7",,11,"Rare Single Gene Mutation",2,0,,3
9,KCNMA1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",,10,"Rare Single Gene Mutation, Syndromic",2,0,,34
9,KCNN2,"potassium calcium-activated channel subfamily N member 2",,5,"Rare Single Gene Mutation",3,0,,5
9,KCNQ2,"potassium voltage-gated channel subfamily Q member 2",,20,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,,70
9,KCNQ3,"potassium voltage-gated channel subfamily Q member 3",,8,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,11.1,22
9,KCNS3,"potassium voltage-gated channel modifier subfamily S member 3",,2,"Rare Single Gene Mutation",2,0,,6
9,KCTD13,"Potassium channel tetramerisation domain containing 13",,16,"Rare Single Gene Mutation, Functional",2,0,,9
9,KDM1A,"lysine demethylase 1A",,1,"Rare Single Gene Mutation, Functional",3,0,,6
9,KDM1B,"lysine demethylase 1B",,6,"Rare Single Gene Mutation",2,0,,3
9,KDM2A,"lysine demethylase 2A",,11,"Rare Single Gene Mutation",3,0,,10
9,KDM2B,"lysine demethylase 2B",,12,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,14
9,KDM3A,"lysine demethylase 3A",,2,"Rare Single Gene Mutation",3,0,,4
9,KDM3B,"lysine demethylase 3B",,5,"Rare Single Gene Mutation, Syndromic",1,1,1.5,7
9,KDM4B,"lysine demethylase 4B",,19,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,6
9,KDM4C,"lysine demethylase 4C",,9,"Rare Single Gene Mutation",2,0,,4
9,KDM5A,"lysine demethylase 5A",,12,"Rare Single Gene Mutation, Functional",2,0,,5
9,KDM5B,"Lysine (K)-specific demethylase 5B",,1,"Rare Single Gene Mutation, Syndromic, Functional",1,0,2.8,30
9,KDM5C,"lysine demethylase 5C",,X,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,52
9,KDM6A,"lysine demethylase 6A",,X,"Rare Single Gene Mutation, Syndromic",2,0,,17
9,KDM6B,"Lysine (K)-specific demethylase 6B",,17,"Rare Single Gene Mutation, Syndromic, Functional",1,0,13.75,29
9,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",,6,"Rare Single Gene Mutation",2,0,,4
9,KIAA0232,KIAA0232,,4,"Rare Single Gene Mutation",1,0,,4
9,KIAA1586,KIAA1586,,6,"Rare Single Gene Mutation",2,0,,7
9,KIF13B,"Kinesin family member 13B",,8,"Rare Single Gene Mutation",2,0,,7
9,KIF14,"kinesin family member 14",,1,"Rare Single Gene Mutation, Syndromic",2,0,,8
9,KIF1A,"kinesin family member 1A",,2,"Rare Single Gene Mutation, Syndromic",2,1,,18
9,KIF5C,"Kinesin family member 5C",,2,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,17
9,KIRREL3,"Kin of IRRE like 3 (Drosophila)",,11,"Rare Single Gene Mutation",2,0,,20
9,KIZ,"kizuna centrosomal protein",,20,"Genetic Association, Functional",3,0,,2
9,KLF16,"Kruppel like factor 16",,19,"Rare Single Gene Mutation",2,0,,1
9,KLF7,"Kruppel like factor 7",,2,"Rare Single Gene Mutation, Functional",3,0,,15
9,KLHL20,"kelch like family member 20",,1,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,5
9,KMT2A,"Lysine (K)-specific methyltransferase 2A",,11,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,57
9,KMT2B,"lysine methyltransferase 2B",,19,"Rare Single Gene Mutation, Syndromic",3,0,,12
9,KMT2C,"Lysine (K)-specific methyltransferase 2C",,7,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,49
9,KMT2E,"Lysine (K)-specific methyltransferase 2E",,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,,26
9,KMT5B,"lysine methyltransferase 5B",,11,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,33
9,KNG1,"kininogen 1",,3,"Rare Single Gene Mutation",3,0,,2
9,KPTN,"kaptin, actin binding protein",,19,"Rare Single Gene Mutation, Syndromic, Functional",,1,,9
9,KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",,12,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,KRT26,"keratin 26",,17,"Rare Single Gene Mutation",2,0,,5
9,LAMA1,"Laminin, alpha 1",,18,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,17
9,LAMB1,"laminin, beta 1",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,12
9,LARP1,"La ribonucleoprotein 1, translational regulator",,5,"Rare Single Gene Mutation",3,0,,4
9,LAS1L,"LAS1 like ribosome biogenesis factor",,X,"Rare Single Gene Mutation, Syndromic",3,0,,7
9,LDB1,"LIM domain binding 1",,10,"Rare Single Gene Mutation",1,0,4,4
9,LDLR,"low density lipoprotein receptor",,19,"Rare Single Gene Mutation",3,0,,4
9,LEMD3,"LEM domain containing 3",,12,"Rare Single Gene Mutation",2,0,,4
9,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component",,15,"Rare Single Gene Mutation",2,0,,6
9,LEP,Leptin,,7,"Rare Single Gene Mutation",2,0,,1
9,LHX2,"LIM homeobox 2",,9,"Rare Single Gene Mutation, Syndromic",2,0,,5
9,LILRB2,"leukocyte immunoglobulin like receptor B2",,19,"Rare Single Gene Mutation",2,0,,4
9,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",,19,"Rare Single Gene Mutation",2,0,,4
9,LMTK3,"lemur tyrosine kinase 3",,19,"Rare Single Gene Mutation, Functional",3,0,,6
9,LMX1B,"LIM homeobox transcription factor 1 beta",,9,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,LNPK,"lunapark, ER junction formation factor",,2,"Rare Single Gene Mutation, Syndromic, Functional",,1,,5
9,KMT2D,"lysine methyltransferase 2D",,12,"Rare Single Gene Mutation, Syndromic",3,0,,13
9,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing",,4,"Rare Single Gene Mutation",2,0,,12
9,LRFN2,"leucine rich repeat and fibronectin type III domain containing 2",,6,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,7
9,LRFN5,"leucine rich repeat and fibronectin type III domain containing 5",,14,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,8
9,LRP1,"LDL receptor related protein 1",,12,"Rare Single Gene Mutation",2,0,,12
9,LRP2,"LDL receptor related protein 2",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,22
9,LRRC1,"leucine rich repeat containing 1",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,LRRC4,"leucine rich repeat containing 4",,7,"Rare Single Gene Mutation, Functional",2,0,,5
9,LRRC4C,"leucine rich repeat containing 4C",,11,"Rare Single Gene Mutation",1,0,1.25,4
9,LZTR1,"Leucine-zipper-like transcription regulator 1",,22,"Rare Single Gene Mutation, Syndromic",1,0,,22
9,MACF1,"microtubule actin crosslinking factor 1",,1,"Rare Single Gene Mutation, Syndromic, Functional",3,1,,13
9,MACROD2,"MACRO domain containing 2",,20,"Rare Single Gene Mutation, Genetic Association",2,0,,25
9,MAGEC3,"MAGE family member C3",,X,"Rare Single Gene Mutation",1,0,,6
9,MAGEL2,"MAGE-like 2",,15,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,31
9,MAOA,"monoamine oxidase A",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,22
9,MAOB,"monoamine oxidase B",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,7
9,MAP1A,"microtubule associated protein 1A",,15,"Rare Single Gene Mutation",1,0,0,4
9,MAP1B,"microtubule associated protein 1B",,5,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,15
9,MAP4K1,"mitogen-activated protein kinase kinase kinase kinase 1",,19,"Rare Single Gene Mutation",3,0,,6
9,MAP4K4,"mitogen-activated protein kinase kinase kinase kinase 4",,2,"Rare Single Gene Mutation, Syndromic",2,0,,2
9,MAPK3,"mitogen-activated protein kinase 3",,16,"Rare Single Gene Mutation, Functional",2,0,,6
9,MAPK8IP1,"mitogen-activated protein kinase 8 interacting protein 1",,11,"Rare Single Gene Mutation",3,0,,4
9,MAPK8IP3,"mitogen-activated protein kinase 8 interacting protein 3",,16,"Rare Single Gene Mutation, Syndromic",2,1,,11
9,MAPT,"microtubule associated protein tau",,17,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,,5
9,MARK1,"microtubule affinity regulating kinase 1",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,12
9,MARK2,"microtubule affinity regulating kinase 2",,11,"Rare Single Gene Mutation, Functional",2,0,20.05,9
9,MAST1,"microtubule associated serine/threonine kinase 1",,19,"Rare Single Gene Mutation, Syndromic",3,0,,5
9,MAST3,"microtubule associated serine/threonine kinase 3",,19,"Rare Single Gene Mutation, Functional",3,0,,9
9,MBD1,"methyl-CpG binding domain protein 1",,18,"Rare Single Gene Mutation",2,0,,9
9,MBD3,"methyl-CpG binding domain protein 3",,19,"Rare Single Gene Mutation",2,0,,4
9,MBD4,"methyl-CpG binding domain protein 4",,3,"Rare Single Gene Mutation",2,0,,7
9,MBD5,"Methyl-CpG binding domain protein 5",,2,"Rare Single Gene Mutation, Syndromic, Functional",1,1,46.6,50
9,MBD6,"Methyl-CpG binding domain protein 6",,12,"Rare Single Gene Mutation",2,0,,3
9,MBOAT7,"membrane bound O-acyltransferase domain containing 7",,19,"Rare Single Gene Mutation, Syndromic, Functional",1,1,5.25,24
9,MCM4,"minichromosome maintenance complex component 4",,8,"Rare Single Gene Mutation",2,0,,4
9,MCM6,"minichromosome maintenance complex component 6",,2,"Rare Single Gene Mutation, Syndromic",2,0,,4
9,MCPH1,"microcephalin 1",,8,"Rare Single Gene Mutation",2,0,,21
9,MDGA2,"MAM domain containing glycosylphosphatidylinositol anchor 2",,14,"Rare Single Gene Mutation, Genetic Association",2,0,,10
9,MECP2,"Methyl CpG binding protein 2",,X,"Rare Single Gene Mutation, Syndromic, Functional",1,1,106.65,155
9,LZTS2,"leucine zipper, putative tumor suppressor 2",,10,"Genetic Association",2,0,,4
9,MAPT-AS1,"MAPT antisense RNA 1",,17,"Genetic Association",2,0,,1
9,MED12L,"mediator complex subunit 12L",,3,"Rare Single Gene Mutation, Syndromic",2,1,,8
9,MED13,"mediator complex subunit 13",,17,"Rare Single Gene Mutation, Syndromic, Functional",1,1,9.3,22
9,MED13L,"Mediator complex subunit 13-like",,12,"Rare Single Gene Mutation, Syndromic, Functional",1,1,35,60
9,MED23,"mediator complex subunit 23",,6,"Rare Single Gene Mutation, Functional",2,0,,4
9,MEF2C,"myocyte enhancer factor 2C",,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,9.85,62
9,MEGF10,"multiple EGF like domains 10",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,MEGF11,"multiple EGF like domains 11",,15,"Rare Single Gene Mutation, Functional",2,0,,9
9,MEIS2,"Meis homeobox 2",,15,"Rare Single Gene Mutation, Syndromic",1,1,7.5,15
9,MEMO1,"mediator of cell motility 1",,2,"Rare Single Gene Mutation, Functional",2,0,,3
9,MET,"met proto-oncogene (hepatocyte growth factor receptor)",,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,44
9,METTL14,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit",,4,"Rare Single Gene Mutation, Functional",3,0,,8
9,METTL26,"methyltransferase like 26",,16,"Rare Single Gene Mutation",2,0,,2
9,MFRP,"Membrane frizzled-related protein",,11,"Rare Single Gene Mutation",2,0,,9
9,MIB1,"Mindbomb E3 ubiquitin protein ligase 1",,18,"Rare Single Gene Mutation",2,0,3.6,10
9,MINK1,"misshapen like kinase 1",,17,"Rare Single Gene Mutation",3,0,,8
9,MIR137,"microRNA 137",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,10
9,MKX,"mohawk homeobox",,10,"Rare Single Gene Mutation",1,0,0.3,4
9,MLANA,melan-A,,9,"Rare Single Gene Mutation",2,0,,4
9,MRTFB,"myocardin related transcription factor B",,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,12
9,MSANTD2,"Myb/SANT DNA binding domain containing 2",,11,"Rare Single Gene Mutation",2,0,,2
9,MSL2,"MSL complex subunit 2",,3,"Rare Single Gene Mutation, Syndromic",3,0,,7
9,MSL3,"MSL complex subunit 3",,X,"Rare Single Gene Mutation, Syndromic",1,1,13.9,9
9,MSR1,"macrophage scavenger receptor 1",,8,"Rare Single Gene Mutation",2,0,,5
9,MSRA,"methionine sulfoxide reductase A",,8,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,,13
9,MSX2,"msh homeobox 2",,5,"Rare Single Gene Mutation, Syndromic",3,1,,2
9,MTF1,"metal-regulatory transcription factor 1",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,6
9,MTHFR,"methylenetetrahydrofolate reductase (NAD(P)H)",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,26
9,MTOR,"mechanistic target of rapamycin kinase",,1,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,37
9,MTSS2,"MTSS I-BAR domain containing 2",,16,"Rare Single Gene Mutation, Syndromic",,1,,7
9,MUC12,"mucin 12, cell surface associated",,7,"Rare Single Gene Mutation",2,0,,8
9,MUC4,"mucin 4, cell surface associated",,3,"Rare Single Gene Mutation",2,0,,11
9,MYCBP2,"MYC binding protein 2",,13,"Rare Single Gene Mutation, Syndromic",1,0,,12
9,MYH10,"myosin heavy chain 10",,17,"Rare Single Gene Mutation",2,0,,9
9,MYH4,"Myosin, heavy chain 4, skeletal muscle",,17,"Rare Single Gene Mutation",2,0,,7
9,MYH9,"myosin heavy chain 9",,22,"Rare Single Gene Mutation",2,0,,9
9,MYLK,"myosin light chain kinase",,3,"Rare Single Gene Mutation",3,0,,5
9,MYO16,"myosin XVI",,13,"Rare Single Gene Mutation, Genetic Association",2,0,,10
9,MYO1E,"myosin IE",,15,"Rare Single Gene Mutation",2,0,,7
9,MYO5A,"myosin VA",,15,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,MYO5C,"myosin VC",,15,"Rare Single Gene Mutation",2,0,,6
9,MYO7A,"myosin VIIA",,11,"Rare Single Gene Mutation",3,0,,5
9,MYO9B,"Myosin IXB",,19,"Rare Single Gene Mutation, Genetic Association",2,0,,10
9,MYOCD,myocardin,,17,"Rare Single Gene Mutation",3,0,,3
9,MYT1L,"Myelin transcription factor 1-like",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,20.35,47
9,MKRN1,"makorin ring finger protein 1",,7,"Rare Single Gene Mutation, Functional",3,0,,4
9,MNT,"MAX network transcriptional repressor",,17,"Genetic Association",2,0,,1
9,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",,X,"Rare Single Gene Mutation, Syndromic",3,1,,14
9,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",,4,"Rare Single Gene Mutation, Syndromic",1,1,31.7,33
9,NAALADL2,"N-acetylated alpha-linked acidic dipeptidase-like 2",,3,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,NACC1,"nucleus accumbens associated 1",,19,"Rare Single Gene Mutation, Syndromic",1,1,,12
9,NASP,"nuclear autoantigenic sperm protein",,1,"Rare Single Gene Mutation",3,0,,3
9,NAV2,"neuron navigator 2",,11,"Rare Single Gene Mutation, Syndromic",2,0,,14
9,MSNP1AS,"Moesinpseudogene 1, antisense",,5,"Genetic Association, Functional",2,0,,13
9,NAV3,"neuron navigator 3",,12,"Rare Single Gene Mutation",2,0,,6
9,NBEA,neurobeachin,,13,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,30
9,NCAPH2,"non-SMC condensin II complex subunit H2",,22,"Rare Single Gene Mutation",3,0,,1
9,NCKAP1,"NCK-associated protein 1",,2,"Rare Single Gene Mutation, Syndromic",1,0,24.75,18
9,NCKAP5,"NCK-associated protein 5",,2,"Rare Single Gene Mutation",2,0,,4
9,NCOA1,"nuclear receptor coactivator 1",,2,"Rare Single Gene Mutation",1,0,3,4
9,NCOR1,"nuclear receptor corepressor 1",,17,"Rare Single Gene Mutation, Functional",2,0,,13
9,NDUFA5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,NEDD4,"NEDD4E3 ubiquitin protein ligase",,15,"Rare Single Gene Mutation, Functional",3,0,,4
9,NEGR1,"neuronal growth regulator 1",,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,6
9,NEO1,"Neogenin 1",,15,"Rare Single Gene Mutation",2,0,,4
9,NEXMIF,"neurite extension and migration factor",,X,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,41
9,NF1,"neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)",,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,9.3,48
9,NFE2L3,"nuclear factor, erythroid 2 like 3",,7,"Rare Single Gene Mutation",2,0,,6
9,NFIA,"nuclear factor I/A",,1,"Rare Single Gene Mutation, Syndromic",2,0,,19
9,NFIB,"nuclear factor I B",,9,"Rare Single Gene Mutation, Syndromic",2,1,,8
9,NFIX,"nuclear factor I/X (CCAAT-binding transcription factor)",,19,"Rare Single Gene Mutation, Syndromic",,1,,23
9,NINL,Ninein-like,,20,"Rare Single Gene Mutation",2,0,,10
9,NIPA1,"non imprinted in Prader-Willi/Angelman syndrome 1",,15,"Rare Single Gene Mutation",2,0,,6
9,NIPA2,"non imprinted in Prader-Willi/Angelman syndrome 2",,15,"Rare Single Gene Mutation",2,0,,3
9,NIPBL,"Nipped-B homolog (Drosophila)",,5,"Rare Single Gene Mutation, Syndromic",1,1,15.3,23
9,NKX2-2,"NK2 homeobox 2",,20,"Genetic Association, Functional",3,0,,2
9,NLGN1,"neuroligin 1",,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,23
9,NLGN2,"Neuroligin 2",,17,"Rare Single Gene Mutation, Functional",1,0,3,18
9,NLGN3,"neuroligin 3",,X,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,6.5,60
9,NLGN4X,"neuroligin 4, X-linked",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,12,45
9,NLGN4Y,"neuroligin 4, Y-linked",,Y,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,6
9,NMT1,"N-myristoyltransferase 1",,17,"Rare Single Gene Mutation",3,0,,4
9,NOTCH1,"notch receptor 1",,9,"Rare Single Gene Mutation, Functional",2,0,,12
9,NOVA2,"NOVA alternative splicing regulator 2",,19,"Rare Single Gene Mutation, Syndromic",,1,,3
9,NPAS3,"neuronal PAS domain protein 3",,14,"Rare Single Gene Mutation, Functional",3,0,,9
9,NPFFR2,"neuropeptide FF receptor 2",,4,"Rare Single Gene Mutation",3,0,,7
9,NPTN,neuroplastin,,15,"Rare Single Gene Mutation",3,0,,3
9,NR1D1,"nuclear receptor subfamily 1 group D member 1",,17,"Rare Single Gene Mutation",2,0,,4
9,NR2F1,"nuclear receptor subfamily 2 group F member 1",,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,1,,32
9,NR3C2,"Nuclear receptor subfamily 3, group C, member 2",,4,"Rare Single Gene Mutation, Syndromic",1,1,,12
9,NR4A2,"nuclear receptor subfamily 4 group A member 2",,2,"Rare Single Gene Mutation, Syndromic, Functional",1,0,11.5,20
9,NRCAM,"neuronal cell adhesion molecule",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,NRP2,"neuropilin 2",,2,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,11
9,NRXN1,"neurexin 1",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,143.75,125
9,NRXN2,"neurexin 2",,11,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,7,19
9,NRXN3,"neurexin 3",,14,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,11.1,31
9,NSD1,"nuclear receptor binding SET domain protein 1",,5,"Rare Single Gene Mutation, Syndromic, Functional",1,1,22.9,41
9,NSD2,"nuclear receptor binding SET domain protein 2",,4,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,16
9,NSMCE3,"NSE3 homolog, SMC5-SMC6 complex component",,15,"Rare Single Gene Mutation, Functional",2,0,,6
9,NTNG1,"netrin G1",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,,8
9,NTNG2,"netrin G2",,9,"Rare Single Gene Mutation, Syndromic",,1,,6
9,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1",,1,"Rare Single Gene Mutation, Syndromic",2,0,,10
9,NTRK2,"neurotrophic receptor tyrosine kinase 2",,9,"Rare Single Gene Mutation, Syndromic",,1,,12
9,NTRK3,"neurotrophic tyrosine kinase, receptor, type 3",,15,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,15
9,NUAK1,"NUAK family, SNF1-like kinase, 1",,12,"Rare Single Gene Mutation, Functional",2,0,,6
9,NUDCD2,"NudC domain containing 2",,5,"Rare Single Gene Mutation",2,0,,4
9,NUP133,"nucleoporin 133kDa",,1,"Rare Single Gene Mutation",2,0,,6
9,NUP155,"nucleoporin 155",,5,"Rare Single Gene Mutation",1,0,0.1,5
9,NXF1,"nuclear RNA export factor 1",,11,"Rare Single Gene Mutation",3,0,,2
9,NXPH1,"neurexophilin 1",,7,"Rare Single Gene Mutation",2,0,,6
9,OCRL,"oculocerebrorenal syndrome of Lowe",,X,"Rare Single Gene Mutation, Syndromic",,1,,11
9,NPAS2,"neuronal PAS domain protein 2",,2,"Genetic Association",2,0,,4
9,OFD1,"OFD1, centriole and centriolar satellite protein",,X,"Rare Single Gene Mutation, Syndromic",2,0,6,7
9,OPHN1,"oligophrenin 1",,X,"Rare Single Gene Mutation, Syndromic",2,0,,23
9,OR1C1,"olfactory receptor, family 1, subfamily C, member 1",,1,"Rare Single Gene Mutation",2,0,,4
9,OR2M4,"Olfactory receptor, family 2, subfamily M, member 4",,1,"Genetic Association",2,0,,1
9,OR2T10,"olfactory receptor family 2 subfamily T member 10",,1,"Rare Single Gene Mutation",2,0,,4
9,OR52M1,"Olfactory receptor, family 52, subfamily M, member 1",,11,"Rare Single Gene Mutation",2,0,,3
9,OTUD7A,"OTU deubiquitinase 7A",,15,"Rare Single Gene Mutation, Functional",2,0,,10
9,OTX1,"orthodenticle homeobox 1",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,OXT,"oxytocin/neurophysin I prepropeptide",,20,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,OXTR,"oxytocin receptor",,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,52
9,P2RX5,"Purinergic receptor P2X, ligand gated ion channel, 5",,17,"Rare Single Gene Mutation",2,0,,6
9,P4HA2,"Prolyl 4-hydroxylase, alpha polypeptide II",,5,"Rare Single Gene Mutation",2,0,,5
